"id","label","entity_type","dccx_alignment","status","replaced_by","definition","comment","example","source","subclass_of","equivalent_to","disjoint_with","on_property","restriction_type","restriction_filler","cardinality_value","property_domain","property_range","property_characteristic","inverse_of","annotation_predicate","annotation_value"
"https://ptb.de/dcc/ont/","","","","","","","","","","","","","","","","","","","","","http://purl.org/dc/terms/abstract","Comprehensive ontology for semantic representation of Digital Calibration Certificates (DCC).
This ontology provides a version-agnostic abstraction layer over the PTB DCC XML schema,
enabling machine-interpretable calibration data exchange aligned with VIM/GUM standards.

Key design principles:
1. Complete schema coverage: All DCC XML types are represented
2. Rigorous cardinality restrictions: Mirrors SIS ontology patterns
3. SIS integration: Numeric payloads delegate to sis: classes for GUM compliance
4. OMT alignment: Links to VIM-compliant measurement terminology
5. PROV hooks: Provenance-related classes extend prov: terms
6. Qualification pattern: refType/refId system follows PROV qualification pattern
7. Language handling: Uses RDF language tags (@en, @de) per SIS pattern@en"
"https://ptb.de/dcc/ont/","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2002/07/owl#versionInfo","v0.2.0-expanded"
"https://ptb.de/dcc/ont/","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2002/07/owl#versionIRI","https://ptb.de/dcc/ont/v0.2.0/"
"https://ptb.de/dcc/ont/","","","","","","","","","","","","","","","","","","","","","http://purl.org/dc/terms/license","https://creativecommons.org/licenses/by/4.0/"
"https://ptb.de/dcc/ont/","","","","","","","","","","","","","","","","","","","","","http://purl.org/dc/terms/rights","https://creativecommons.org/licenses/by/4.0/"
"https://ptb.de/dcc/ont/","","","","","","","","","","","","","","","","","","","","","http://purl.org/dc/terms/conformsTo","https://ptb.de/dcc/v3.3.0-rc.1/dcc.xsd"
"https://ptb.de/dcc/ont/","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2002/07/owl#imports","https://ptb.de/sis/"
"https://ptb.de/dcc/ont/","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2000/01/rdf-schema#seeAlso","http://www.nmdc.com/ontology/OMT"
"https://ptb.de/dcc/ont/AdministrativeData","Administrative Data@en","Class","https://ptb.de/dcc/administrativeDataType","","","Container for all administrative metadata of a DCC.@en","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/AdministrativeData","Administrative Data@en","Class","https://ptb.de/dcc/administrativeDataType","","","Container for all administrative metadata of a DCC.@en","","","","","","","https://ptb.de/dcc/ont/hasDccSoftware","exact","https://ptb.de/dcc/ont/SoftwareList","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/AdministrativeData","Administrative Data@en","Class","https://ptb.de/dcc/administrativeDataType","","","Container for all administrative metadata of a DCC.@en","","","","","","","https://ptb.de/dcc/ont/hasCoreData","exact","https://ptb.de/dcc/ont/CoreData","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/AdministrativeData","Administrative Data@en","Class","https://ptb.de/dcc/administrativeDataType","","","Container for all administrative metadata of a DCC.@en","","","","","","","https://ptb.de/dcc/ont/hasItems","exact","https://ptb.de/dcc/ont/Items","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/AdministrativeData","Administrative Data@en","Class","https://ptb.de/dcc/administrativeDataType","","","Container for all administrative metadata of a DCC.@en","","","","","","","https://ptb.de/dcc/ont/hasCalibrationLaboratory","exact","https://ptb.de/dcc/ont/CalibrationLaboratory","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/AdministrativeData","Administrative Data@en","Class","https://ptb.de/dcc/administrativeDataType","","","Container for all administrative metadata of a DCC.@en","","","","","","","https://ptb.de/dcc/ont/hasResponsiblePersons","exact","https://ptb.de/dcc/ont/ResponsiblePersons","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/AdministrativeData","Administrative Data@en","Class","https://ptb.de/dcc/administrativeDataType","","","Container for all administrative metadata of a DCC.@en","","","","","","","https://ptb.de/dcc/ont/hasCustomer","exact","https://ptb.de/dcc/ont/Customer","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/AdministrativeData","Administrative Data@en","Class","https://ptb.de/dcc/administrativeDataType","","","Container for all administrative metadata of a DCC.@en","","","","","","","https://ptb.de/dcc/ont/hasStatements","max","https://ptb.de/dcc/ont/Statements","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/AdministrativeData","Administrative Data@en","Class","https://ptb.de/dcc/administrativeDataType","","","Container for all administrative metadata of a DCC.@en","","","","","","","https://ptb.de/dcc/ont/hasRefTypeDefinitions","max","https://ptb.de/dcc/ont/RefTypeDefinitions","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/AdministrativeData","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Verwaltungsdaten@de"
"https://ptb.de/dcc/ont/ByteData","Byte Data@en","Class","https://ptb.de/dcc/byteDataType","","","Binary data container (e.g., images, embedded documents).@en","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/ByteData","Byte Data@en","Class","https://ptb.de/dcc/byteDataType","","","Binary data container (e.g., images, embedded documents).@en","","","","","","","https://ptb.de/dcc/ont/fileName","exact","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/ByteData","Byte Data@en","Class","https://ptb.de/dcc/byteDataType","","","Binary data container (e.g., images, embedded documents).@en","","","","","","","https://ptb.de/dcc/ont/mimeType","exact","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/ByteData","Byte Data@en","Class","https://ptb.de/dcc/byteDataType","","","Binary data container (e.g., images, embedded documents).@en","","","","","","","https://ptb.de/dcc/ont/dataBase64","exact","http://www.w3.org/2001/XMLSchema#base64Binary","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/ByteData","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Binärdaten@de"
"https://ptb.de/dcc/ont/CalibrationActivity","Calibration Activity@en","Class","","","","The activity of performing a calibration (retrospective provenance).
Links to CalibrationPlan via hadCalibrationPlan.@en","","","","http://www.w3.org/ns/prov#Activity","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/CalibrationActivity","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Kalibrieraktivität@de"
"https://ptb.de/dcc/ont/CalibrationActivity","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#relatedMatch","http://www.nmdc.com/ontology/OMT#MeasurementProcedure"
"https://ptb.de/dcc/ont/CalibrationActivity","","","","","","","","","","","","","","","","","","","","","http://www.nmdc.com/ontology/OMT#vimID","2.6"
"https://ptb.de/dcc/ont/CalibrationItem","Calibration Item@en","Class","https://ptb.de/dcc/itemType","","","The device under test (DUT) being calibrated. 
As prov:Entity, can be 'used' by calibration activities.@en","","","","http://www.w3.org/ns/prov#Entity","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/CalibrationItem","Calibration Item@en","Class","https://ptb.de/dcc/itemType","","","The device under test (DUT) being calibrated. 
As prov:Entity, can be 'used' by calibration activities.@en","","","","http://www.w3.org/ns/prov#Entity","","","https://ptb.de/dcc/ont/hasName","exact","https://ptb.de/dcc/ont/TextContent","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CalibrationItem","Calibration Item@en","Class","https://ptb.de/dcc/itemType","","","The device under test (DUT) being calibrated. 
As prov:Entity, can be 'used' by calibration activities.@en","","","","http://www.w3.org/ns/prov#Entity","","","https://ptb.de/dcc/ont/hasIdentifications","exact","https://ptb.de/dcc/ont/IdentificationList","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CalibrationItem","Calibration Item@en","Class","https://ptb.de/dcc/itemType","","","The device under test (DUT) being calibrated. 
As prov:Entity, can be 'used' by calibration activities.@en","","","","http://www.w3.org/ns/prov#Entity","","","https://ptb.de/dcc/ont/hasDescription","max","https://ptb.de/dcc/ont/RichContent","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CalibrationItem","Calibration Item@en","Class","https://ptb.de/dcc/itemType","","","The device under test (DUT) being calibrated. 
As prov:Entity, can be 'used' by calibration activities.@en","","","","http://www.w3.org/ns/prov#Entity","","","https://ptb.de/dcc/ont/hasOwner","max","https://ptb.de/dcc/ont/Contact","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CalibrationItem","Calibration Item@en","Class","https://ptb.de/dcc/itemType","","","The device under test (DUT) being calibrated. 
As prov:Entity, can be 'used' by calibration activities.@en","","","","http://www.w3.org/ns/prov#Entity","","","https://ptb.de/dcc/ont/hasManufacturer","max","https://ptb.de/dcc/ont/ContactNotStrict","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CalibrationItem","Calibration Item@en","Class","https://ptb.de/dcc/itemType","","","The device under test (DUT) being calibrated. 
As prov:Entity, can be 'used' by calibration activities.@en","","","","http://www.w3.org/ns/prov#Entity","","","https://ptb.de/dcc/ont/model","max","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CalibrationItem","Calibration Item@en","Class","https://ptb.de/dcc/itemType","","","The device under test (DUT) being calibrated. 
As prov:Entity, can be 'used' by calibration activities.@en","","","","http://www.w3.org/ns/prov#Entity","","","https://ptb.de/dcc/ont/hasEquipmentClass","min","https://ptb.de/dcc/ont/EquipmentClass","0^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CalibrationItem","Calibration Item@en","Class","https://ptb.de/dcc/itemType","","","The device under test (DUT) being calibrated. 
As prov:Entity, can be 'used' by calibration activities.@en","","","","http://www.w3.org/ns/prov#Entity","","","https://ptb.de/dcc/ont/hasItemQuantities","max","https://ptb.de/dcc/ont/ItemQuantityList","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CalibrationItem","Calibration Item@en","Class","https://ptb.de/dcc/itemType","","","The device under test (DUT) being calibrated. 
As prov:Entity, can be 'used' by calibration activities.@en","","","","http://www.w3.org/ns/prov#Entity","","","https://ptb.de/dcc/ont/hasSubItems","max","https://ptb.de/dcc/ont/Items","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CalibrationItem","Calibration Item@en","Class","https://ptb.de/dcc/itemType","","","The device under test (DUT) being calibrated. 
As prov:Entity, can be 'used' by calibration activities.@en","","","","http://www.w3.org/ns/prov#Entity","","","https://ptb.de/dcc/ont/hasInstalledSoftware","max","https://ptb.de/dcc/ont/SoftwareList","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CalibrationItem","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Kalibriergegenstand@de"
"https://ptb.de/dcc/ont/CalibrationItem","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#relatedMatch","http://www.nmdc.com/ontology/OMT#MeasuredObject"
"https://ptb.de/dcc/ont/CalibrationLaboratory","Calibration Laboratory@en","Class","https://ptb.de/dcc/calibrationLaboratoryType","","","The laboratory performing the calibration. As prov:Agent, can participate in provenance.@en","","","","http://www.w3.org/ns/prov#Agent|http://xmlns.com/foaf/0.1/Organization","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/CalibrationLaboratory","Calibration Laboratory@en","Class","https://ptb.de/dcc/calibrationLaboratoryType","","","The laboratory performing the calibration. As prov:Agent, can participate in provenance.@en","","","","http://www.w3.org/ns/prov#Agent|http://xmlns.com/foaf/0.1/Organization","","","https://ptb.de/dcc/ont/hasContact","exact","https://ptb.de/dcc/ont/Contact","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CalibrationLaboratory","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Kalibrierlaboratorium@de"
"https://ptb.de/dcc/ont/CalibrationPlan","Calibration Plan@en","Class","","","","The calibration method/SOP as a plan (prospective provenance).
Can link to UsedMethod for method references.@en","","","","http://www.w3.org/ns/prov#Plan","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/CalibrationPlan","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Kalibrierplan@de"
"https://ptb.de/dcc/ont/CalibrationPlan","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#relatedMatch","http://www.nmdc.com/ontology/OMT#MeasurementProcedure"
"https://ptb.de/dcc/ont/CalibrationPlan","","","","","","","","","","","","","","","","","","","","","http://www.nmdc.com/ontology/OMT#vimID","2.6"
"https://ptb.de/dcc/ont/CertificateHash","Certificate Hash@en","Class","https://ptb.de/dcc/hashType","","","Hash reference to a calibration certificate (for traceability).@en","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/CertificateHash","Certificate Hash@en","Class","https://ptb.de/dcc/hashType","","","Hash reference to a calibration certificate (for traceability).@en","","","","","","","https://ptb.de/dcc/ont/hashValue","exact","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CertificateHash","Certificate Hash@en","Class","https://ptb.de/dcc/hashType","","","Hash reference to a calibration certificate (for traceability).@en","","","","","","","https://ptb.de/dcc/ont/hashProcedure","exact","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CertificateHash","Certificate Hash@en","Class","https://ptb.de/dcc/hashType","","","Hash reference to a calibration certificate (for traceability).@en","","","","","","","https://ptb.de/dcc/ont/referralID","exact","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CertificateHash","Certificate Hash@en","Class","https://ptb.de/dcc/hashType","","","Hash reference to a calibration certificate (for traceability).@en","","","","","","","https://ptb.de/dcc/ont/inValidityRange","max","http://www.w3.org/2001/XMLSchema#boolean","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CertificateHash","Certificate Hash@en","Class","https://ptb.de/dcc/hashType","","","Hash reference to a calibration certificate (for traceability).@en","","","","","","","https://ptb.de/dcc/ont/traceable","max","http://www.w3.org/2001/XMLSchema#boolean","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CertificateHash","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Zertifikat-Hash@de"
"https://ptb.de/dcc/ont/Comment","Comment@en","Class","https://ptb.de/dcc/richContentType","","","","","","","https://ptb.de/dcc/ont/RichContent","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/Comment","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Kommentar@de"
"https://ptb.de/dcc/ont/Conformity","Conformity@en","Class","https://ptb.de/dcc/conformityType","","","","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/Conformity","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Konformität@de"
"https://ptb.de/dcc/ont/Contact","Contact@en","Class","https://ptb.de/dcc/contactType","","","","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/Contact","Contact@en","Class","https://ptb.de/dcc/contactType","","","","","","","","","","https://ptb.de/dcc/ont/hasName","exact","https://ptb.de/dcc/ont/TextContent","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Contact","Contact@en","Class","https://ptb.de/dcc/contactType","","","","","","","","","","https://ptb.de/dcc/ont/hasLocation","exact","https://ptb.de/dcc/ont/Location","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Contact","Contact@en","Class","https://ptb.de/dcc/contactType","","","","","","","","","","https://ptb.de/dcc/ont/eMail","max","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Contact","Contact@en","Class","https://ptb.de/dcc/contactType","","","","","","","","","","https://ptb.de/dcc/ont/phone","max","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Contact","Contact@en","Class","https://ptb.de/dcc/contactType","","","","","","","","","","https://ptb.de/dcc/ont/fax","max","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Contact","Contact@en","Class","https://ptb.de/dcc/contactType","","","","","","","","","","https://ptb.de/dcc/ont/webLink","max","http://www.w3.org/2001/XMLSchema#anyURI","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Contact","Contact@en","Class","https://ptb.de/dcc/contactType","","","","","","","","","","https://ptb.de/dcc/ont/hasDescriptionData","max","https://ptb.de/dcc/ont/ByteData","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/Contact","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Kontakt@de"
"https://ptb.de/dcc/ont/ContactNotStrict","Contact (Not Strict)@en","Class","https://ptb.de/dcc/contactNotStrictType","","","Contact type with relaxed mandatory requirements.@en","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/ContactNotStrict","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Kontakt (nicht streng)@de"
"https://ptb.de/dcc/ont/CoreData","Core Data@en","Class","https://ptb.de/dcc/coreDataType","","","Essential identifying information for a DCC.@en","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/CoreData","Core Data@en","Class","https://ptb.de/dcc/coreDataType","","","Essential identifying information for a DCC.@en","","","","","","","https://ptb.de/dcc/ont/uniqueIdentifier","exact","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CoreData","Core Data@en","Class","https://ptb.de/dcc/coreDataType","","","Essential identifying information for a DCC.@en","","","","","","","https://ptb.de/dcc/ont/countryCode","exact","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CoreData","Core Data@en","Class","https://ptb.de/dcc/coreDataType","","","Essential identifying information for a DCC.@en","","","","","","","https://ptb.de/dcc/ont/beginPerformanceDate","exact","http://www.w3.org/2001/XMLSchema#date","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CoreData","Core Data@en","Class","https://ptb.de/dcc/coreDataType","","","Essential identifying information for a DCC.@en","","","","","","","https://ptb.de/dcc/ont/endPerformanceDate","exact","http://www.w3.org/2001/XMLSchema#date","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CoreData","Core Data@en","Class","https://ptb.de/dcc/coreDataType","","","Essential identifying information for a DCC.@en","","","","","","","https://ptb.de/dcc/ont/usedLanguageCode","min","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CoreData","Core Data@en","Class","https://ptb.de/dcc/coreDataType","","","Essential identifying information for a DCC.@en","","","","","","","https://ptb.de/dcc/ont/mandatoryLanguageCode","min","http://www.w3.org/2001/XMLSchema#string","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CoreData","Core Data@en","Class","https://ptb.de/dcc/coreDataType","","","Essential identifying information for a DCC.@en","","","","","","","https://ptb.de/dcc/ont/hasPerformanceLocation","max","https://ptb.de/dcc/ont/PerformanceLocation","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CoreData","Core Data@en","Class","https://ptb.de/dcc/coreDataType","","","Essential identifying information for a DCC.@en","","","","","","","https://ptb.de/dcc/ont/hasPreviousReport","max","https://ptb.de/dcc/ont/PreviousReport","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CoreData","Core Data@en","Class","https://ptb.de/dcc/coreDataType","","","Essential identifying information for a DCC.@en","","","","","","","https://ptb.de/dcc/ont/receiptDate","max","http://www.w3.org/2001/XMLSchema#date","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/CoreData","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Kerndaten@de"
"https://ptb.de/dcc/ont/Customer","Customer@en","Class","https://ptb.de/dcc/contactType","","","The customer who commissioned the calibration.@en","","","","http://www.w3.org/ns/prov#Agent|https://ptb.de/dcc/ont/Contact","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/Customer","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Auftraggeber@de"
"https://ptb.de/dcc/ont/Data","Data@en","Class","https://ptb.de/dcc/dataType","","","Container for quantity values, lists, text, formulas, and binary data within a result.@en","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/Data","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Daten@de"
"https://ptb.de/dcc/ont/Declaration","Declaration@en","Class","https://ptb.de/dcc/declarationType","","","","","","","","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/Declaration","","","","","","","","","","","","","","","","","","","","","http://www.w3.org/2004/02/skos/core#prefLabel","Erklärung@de"
"https://ptb.de/dcc/ont/DigitalCalibrationCertificate","Digital Calibration Certificate@en","Class","https://ptb.de/dcc/digitalCalibrationCertificate","","","Root entity representing a complete Digital Calibration Certificate.
Conforms to ISO/IEC 17025 requirements for calibration documentation.
As a prov:Entity, it can participate in PROV provenance chains.@en","","","","http://www.w3.org/ns/prov#Entity","","","","","","","","","","","",""
"https://ptb.de/dcc/ont/DigitalCalibrationCertificate","Digital Calibration Certificate@en","Class","https://ptb.de/dcc/digitalCalibrationCertificate","","","Root entity representing a complete Digital Calibration Certificate.
Conforms to ISO/IEC 17025 requirements for calibration documentation.
As a prov:Entity, it can participate in PROV provenance chains.@en","","","","http://www.w3.org/ns/prov#Entity","","","https://ptb.de/dcc/ont/hasAdministrativeData","exact","https://ptb.de/dcc/ont/AdministrativeData","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
"https://ptb.de/dcc/ont/DigitalCalibrationCertificate","Digital Calibration Certificate@en","Class","https://ptb.de/dcc/digitalCalibrationCertificate","","","Root entity representing a complete Digital Calibration Certificate.
Conforms to ISO/IEC 17025 requirements for calibration documentation.
As a prov:Entity, it can participate in PROV provenance chains.@en","","","","http://www.w3.org/ns/prov#Entity","","","https://ptb.de/dcc/ont/hasMeasurementResults","exact","https://ptb.de/dcc/ont/MeasurementResults","1^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger","","","","","",""
